date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,result,home_form,away_form,home_elo,away_elo,elo_difference,goal_difference,tournament_weight
2019-03-24,Netherlands,Germany,2.0,3.0,UEFA Euro qualification,Amsterdam,Netherlands,False,,A,0.7333333333333333,0.3333333333333333,1067.8449522684728,1080.7360685161264,-12.89,-1.0,2.0
2019-03-24,Wales,Slovakia,1.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,,H,0.4,0.4666666666666667,1025.6391775136435,1011.5591830483975,14.08,1.0,2.0
2019-03-24,Hungary,Croatia,2.0,1.0,UEFA Euro qualification,Budapest,Hungary,False,,H,0.4666666666666667,0.6666666666666666,980.4048526677242,1095.428820655491,-115.02,1.0,2.0
2019-03-24,Israel,Austria,4.0,2.0,UEFA Euro qualification,Haifa,Israel,False,,H,0.6666666666666666,0.4666666666666667,976.3618899371049,1009.9789774717538,-33.62,2.0,2.0
2019-03-24,Poland,Latvia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,,H,0.26666666666666666,0.2,1041.0811099455657,942.0953085954696,98.99,2.0,2.0
2019-03-24,Slovenia,North Macedonia,1.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,,D,0.26666666666666666,0.8,975.1972773464474,1019.6347874255465,-44.44,0.0,2.0
2019-03-24,San Marino,Scotland,0.0,2.0,UEFA Euro qualification,Serravalle,San Marino,False,,A,0.0,0.4,872.2296115655678,1009.2620108547562,-137.03,-2.0,2.0
2019-03-24,Kazakhstan,Russia,0.0,4.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,,A,0.6666666666666666,0.26666666666666666,961.0497308175514,1005.126828034494,-44.08,-4.0,2.0
2019-03-24,Cyprus,Belgium,0.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,,A,0.3333333333333333,0.6666666666666666,958.4371751301452,1165.1035504699619,-206.67,-2.0,2.0
2019-03-24,Benin,Togo,2.0,1.0,African Cup of Nations qualification,Cotonou,Benin,False,,H,0.3333333333333333,0.4,1014.0156566890756,985.6752301913932,28.34,1.0,2.0
2019-03-24,Libya,South Africa,1.0,2.0,African Cup of Nations qualification,Sfax,Tunisia,True,,A,0.3333333333333333,0.4666666666666667,986.3143564669392,1033.699706930108,-47.39,-1.0,2.0
2019-03-24,Zimbabwe,Congo,2.0,0.0,African Cup of Nations qualification,Harare,Zimbabwe,False,,H,0.5333333333333333,0.4,1041.4480819724786,961.9726317614183,79.48,2.0,2.0
2019-03-24,Central African Republic,Guinea,0.0,0.0,African Cup of Nations qualification,Bangui,Central African Republic,False,,D,0.3333333333333333,0.5333333333333333,997.6842532871028,999.8533785927798,-2.17,0.0,2.0
2019-03-24,Tanzania,Uganda,3.0,0.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,,H,0.4666666666666667,0.7333333333333333,967.1689513656705,1019.0727363127165,-51.9,3.0,2.0
2019-03-24,British Virgin Islands,Bonaire,1.0,2.0,CONCACAF Nations League qualification,The Valley,Anguilla,True,,A,0.26666666666666666,0.0,973.5872631630267,975.3745781000501,-1.79,-1.0,2.0
2019-03-24,Puerto Rico,Grenada,0.0,2.0,CONCACAF Nations League qualification,Bayamón,Puerto Rico,False,,A,0.06666666666666667,0.2,965.9089269738537,975.1650099922002,-9.26,-2.0,2.0
2019-03-24,Canada,French Guiana,4.0,1.0,CONCACAF Nations League qualification,Vancouver,Canada,False,,H,0.8,0.6,1022.7783770294308,1012.7633697908136,10.02,3.0,2.0
2019-03-24,Dominican Republic,Bermuda,1.0,3.0,CONCACAF Nations League qualification,Santiago de los Caballeros,Dominican Republic,False,,A,0.8,0.4666666666666667,1017.3277542084651,988.4899769728437,28.84,-2.0,2.0
2019-03-24,Haiti,Cuba,2.0,1.0,CONCACAF Nations League qualification,Port-au-Prince,Haiti,False,,H,0.6,1.0,1003.3823610064677,1008.9312734002651,-5.55,1.0,2.0
2019-03-24,Barbados,Nicaragua,0.0,1.0,CONCACAF Nations League qualification,Bridgetown,Barbados,False,,A,0.4666666666666667,0.5333333333333333,979.9682873563659,962.2673137289388,17.7,-1.0,2.0
2019-03-24,El Salvador,Jamaica,2.0,0.0,CONCACAF Nations League qualification,San Salvador,El Salvador,False,,H,0.6,0.6666666666666666,995.7205736541756,1003.3729927715426,-7.65,2.0,2.0
2019-03-24,DR Congo,Liberia,1.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,,H,0.26666666666666666,0.4666666666666667,1033.7176462080256,1000.9295085671685,32.79,1.0,2.0
2019-03-24,Cape Verde,Lesotho,0.0,0.0,African Cup of Nations qualification,Praia,Cape Verde,False,,D,0.4666666666666667,0.4666666666666667,969.7370297706556,990.3637473076308,-20.63,0.0,2.0
2019-03-25,Catalonia,Venezuela,2.0,1.0,Friendly,Girona,Spain,False,,H,0.06666666666666667,0.5333333333333333,1000.4306642612876,992.6736620459844,7.76,1.0,1.0
2019-03-25,Azerbaijan,Lithuania,0.0,0.0,Friendly,Baku,Azerbaijan,False,,D,0.4666666666666667,0.0,972.5397405147938,898.4348148190784,74.1,0.0,1.0
2019-03-25,Kuwait,Nepal,1.0,0.0,Friendly,Al Ahmadi,Kuwait,False,,H,0.4666666666666667,0.4666666666666667,986.0066959571809,983.7361120115921,2.27,1.0,1.0
2019-03-25,Myanmar,Indonesia,0.0,2.0,Friendly,Mandalay,Myanmar,False,,A,0.5333333333333333,0.3333333333333333,987.852892088235,1003.3099188427686,-15.46,-2.0,1.0
2019-03-25,Saudi Arabia,Equatorial Guinea,3.0,2.0,Friendly,Riyadh,Saudi Arabia,False,,H,0.4,0.4,1002.7157914478845,971.658166194881,31.06,1.0,1.0
2019-03-25,Kosovo,Bulgaria,1.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False,,D,0.7333333333333333,0.4,988.5674900035017,1004.5172194038629,-15.95,0.0,2.0
2019-03-25,Montenegro,England,1.0,5.0,UEFA Euro qualification,Podgorica,Montenegro,False,,A,0.26666666666666666,0.8666666666666667,986.2449550151666,1091.3185796229347,-105.07,-4.0,2.0
2019-03-25,Portugal,Serbia,1.0,1.0,UEFA Euro qualification,Lisbon,Portugal,False,,D,0.6,0.7333333333333333,1116.2314986256895,1048.9519365460853,67.28,0.0,2.0
2019-03-25,Luxembourg,Ukraine,1.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,,A,0.4666666666666667,0.4,975.5232684936595,1027.1435603386728,-51.62,-1.0,2.0
2019-03-25,Turkey,Moldova,4.0,0.0,UEFA Euro qualification,Eskişehir,Turkey,False,,H,0.3333333333333333,0.3333333333333333,1003.1256388988636,934.1118270029008,69.01,4.0,2.0
2019-03-25,Andorra,Albania,0.0,3.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,,A,0.13333333333333333,0.26666666666666666,928.1977053306332,954.4101576163672,-26.21,-3.0,2.0
2019-03-25,France,Iceland,4.0,0.0,UEFA Euro qualification,Paris,France,False,,H,0.6666666666666666,0.4,1181.1819703420408,995.216849972899,185.97,4.0,2.0
2019-03-26,Algeria,Tunisia,1.0,0.0,Friendly,Blida,Algeria,False,,H,0.6666666666666666,0.6,1014.4429218246871,1050.1794158672578,-35.74,1.0,1.0
2019-03-26,Costa Rica,Jamaica,1.0,0.0,Friendly,San José,Costa Rica,False,,H,0.4,0.6,997.9715829077754,995.1968177974209,2.77,1.0,1.0
2019-03-26,Czech Republic,Brazil,1.0,3.0,Friendly,Prague,Czech Republic,False,,A,0.6,0.8666666666666667,999.0335178674864,1132.1986044798507,-133.17,-2.0,1.0
2019-03-26,Ghana,Mauritania,3.0,1.0,Friendly,Accra,Ghana,False,,H,0.6666666666666666,0.6,1031.8775499947583,1003.8290862306922,28.05,2.0,1.0
2019-03-26,Gibraltar,Estonia,0.0,1.0,Friendly,Gibraltar,Gibraltar,False,,A,0.4,0.4666666666666667,910.6092430348641,963.9677672944273,-53.36,-1.0,1.0
2019-03-26,Honduras,Ecuador,0.0,0.0,Friendly,Harrison,United States,True,,D,0.26666666666666666,0.4666666666666667,1012.1611548177726,970.4003184908602,41.76,0.0,1.0
2019-03-26,Ivory Coast,Liberia,1.0,0.0,Friendly,Abidjan,Ivory Coast,False,,H,0.7333333333333333,0.4,1026.2428476394202,993.6822500126078,32.56,1.0,1.0
2019-03-26,Japan,Bolivia,1.0,0.0,Kirin Challenge Cup,Kobe,Japan,False,,H,0.6,0.2,1099.8441820899902,944.5820887203788,155.26,1.0,2.0
2019-03-26,South Korea,Colombia,2.0,1.0,Friendly,Seoul,South Korea,False,,H,0.8,0.8666666666666667,1064.2551358480487,1073.653157026331,-9.4,1.0,1.0
2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False,,A,0.7333333333333333,0.6,1058.2868598371374,1059.1776187348455,-0.89,-1.0,1.0
2019-03-26,Nicaragua,Guatemala,0.0,1.0,Friendly,Managua,Nicaragua,False,,A,0.6666666666666666,0.2,970.6745414300985,998.4267146473238,-27.75,-1.0,1.0
2019-03-26,Nigeria,Egypt,1.0,0.0,Friendly,Asaba,Nigeria,False,,H,0.7333333333333333,0.8666666666666667,1041.1749882693798,1018.7593518348574,22.42,1.0,1.0
2019-03-26,Paraguay,Mexico,2.0,4.0,Friendly,Santa Clara,United States,True,,A,0.06666666666666667,0.4,953.9039297575923,1062.7749347094245,-108.87,-2.0,1.0
2019-03-26,Peru,El Salvador,0.0,2.0,Friendly,"Washington, D.C.",United States,True,,A,0.4666666666666667,0.8,1047.7236862796003,1003.8967486282974,43.83,-2.0,1.0
2019-03-26,Senegal,Mali,2.0,1.0,Friendly,Dakar,Senegal,False,,H,0.8666666666666667,0.7333333333333333,1099.1379801010269,1025.1024178305488,74.04,1.0,1.0
2019-03-26,United Arab Emirates,Syria,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,False,,D,0.6666666666666666,0.4666666666666667,1033.0040951919868,992.6637171052021,40.34,0.0,1.0
2019-03-26,United States,Chile,1.0,1.0,Friendly,Houston,United States,False,,D,0.6,0.4,1053.9745767462766,1025.4215297266298,28.55,0.0,1.0
2019-03-26,Republic of Ireland,Georgia,1.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,,H,0.4,0.6666666666666666,1005.5122064973336,1004.8219636291778,0.69,1.0,2.0
2019-03-26,Switzerland,Denmark,3.0,3.0,UEFA Euro qualification,Basel,Switzerland,False,,D,0.6,0.6,1087.627580372826,1078.8395321968326,8.79,0.0,2.0
2019-03-26,Malta,Spain,0.0,2.0,UEFA Euro qualification,Attard,Malta,False,,A,0.3333333333333333,0.6,911.5989418323646,1105.4782463715915,-193.88,-2.0,2.0
2019-03-26,Norway,Sweden,3.0,3.0,UEFA Euro qualification,Oslo,Norway,False,,D,0.6666666666666666,0.6666666666666666,1015.9714105321656,1045.8114426582354,-29.84,0.0,2.0
2019-03-26,Romania,Faroe Islands,4.0,1.0,UEFA Euro qualification,Cluj-Napoca,Romania,False,,H,0.6666666666666666,0.13333333333333333,1016.9864212069518,953.589901960005,63.4,3.0,2.0
2019-03-26,Bosnia and Herzegovina,Greece,2.0,2.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,,D,0.5333333333333333,0.6,1054.6367229470295,1018.7630450810565,35.87,0.0,2.0
2019-03-26,Italy,Liechtenstein,6.0,0.0,UEFA Euro qualification,Parma,Italy,False,,H,0.7333333333333333,0.06666666666666667,1066.1763501035982,895.0802184565969,171.1,6.0,2.0
2019-03-26,Armenia,Finland,0.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False,,A,0.4666666666666667,0.2,970.9670497606396,989.2565902606907,-18.29,-2.0,2.0
2019-05-04,Yorkshire,Somaliland,6.0,2.0,Friendly,Athersley,England,False,,H,0.6666666666666666,0.4,1007.461545366062,1000.2781228232236,7.18,4.0,1.0
2019-05-11,Guernsey,Jersey,0.0,0.0,Muratti Vase,Guernsey,Guernsey,False,Jersey,A,0.4666666666666667,0.8666666666666667,1015.0095136956862,1043.9833862509438,-28.97,0.0,2.0
2019-05-25,Eswatini,Mauritius,2.0,2.0,COSAFA Cup,Durban,South Africa,True,,D,0.0,0.26666666666666666,943.7154751495606,950.2028784785391,-6.49,0.0,2.0
2019-05-25,Kernow,Barawa,5.0,0.0,Friendly,Bodmin,England,False,,H,0.5,0.2,1000.0,967.8219242586216,32.18,5.0,1.0
2019-05-25,Cascadia,Chagos Islands,6.0,3.0,Friendly,Kent,United States,False,,H,0.6,0.2,1008.1977253148056,969.6529147362511,38.54,3.0,1.0
2019-05-26,Mozambique,Namibia,1.0,2.0,COSAFA Cup,Durban,South Africa,True,,A,0.3333333333333333,0.4666666666666667,993.2778227127299,1007.9146397142396,-14.64,-1.0,2.0
2019-05-26,Malawi,Seychelles,3.0,0.0,COSAFA Cup,Durban,South Africa,True,,H,0.13333333333333333,0.06666666666666667,969.3684661448417,910.1650240912693,59.2,3.0,2.0
2019-05-27,Eswatini,Comoros,2.0,2.0,COSAFA Cup,Durban,South Africa,True,,D,0.06666666666666667,0.3333333333333333,943.8648357736045,967.2069352690943,-23.34,0.0,2.0
2019-05-28,Seychelles,Mozambique,0.0,0.0,COSAFA Cup,Durban,South Africa,True,,D,0.06666666666666667,0.26666666666666666,903.5151908786356,985.6146486386208,-82.1,0.0,2.0
2019-05-28,Namibia,Malawi,1.0,2.0,COSAFA Cup,Durban,South Africa,True,,A,0.6666666666666666,0.3333333333333333,1015.5778137883485,976.0182993574754,39.56,-1.0,2.0
2019-05-28,Laos,Sri Lanka,2.0,1.0,Friendly,Vientiane,Laos,False,,H,0.0,0.3333333333333333,941.4771403917478,967.0995381336251,-25.62,1.0,1.0
2019-05-29,Comoros,Mauritius,2.0,1.0,COSAFA Cup,Durban,South Africa,True,,H,0.3333333333333333,0.3333333333333333,966.6702707676677,950.0535178544952,16.62,1.0,2.0
2019-05-29,Panama,Basque Country,0.0,0.0,Friendly,Panama City,Panama,False,,D,0.13333333333333333,0.6,956.3114948225431,1008.1980966615755,-51.89,0.0,1.0
2019-05-30,Mozambique,Malawi,1.0,1.0,COSAFA Cup,Durban,South Africa,True,,D,0.3333333333333333,0.5333333333333333,983.7586559884919,984.9252747510997,-1.17,0.0,2.0
2019-05-30,Namibia,Seychelles,3.0,0.0,COSAFA Cup,Durban,South Africa,True,,H,0.4666666666666667,0.13333333333333333,1006.6708383947242,905.3711835287645,101.3,3.0,2.0
2019-05-30,Turkey,Greece,2.0,1.0,Friendly,Antalya,Turkey,False,,H,0.4666666666666667,0.4666666666666667,1009.5571128391781,1019.5861440618651,-10.03,1.0,1.0
2019-05-31,Laos,Sri Lanka,2.0,2.0,Friendly,Vientiane,Laos,False,,D,0.2,0.26666666666666666,945.7715955280321,962.8050829973407,-17.03,0.0,1.0
2019-06-01,Lesotho,Uganda,0.0,0.0,COSAFA Cup,Durban,South Africa,True,Lesotho,H,0.3333333333333333,0.6666666666666666,989.8893568014465,1009.8864196817441,-20.0,0.0,2.0
2019-06-01,Zimbabwe,Comoros,2.0,0.0,COSAFA Cup,Durban,South Africa,True,,H,0.5333333333333333,0.5333333333333333,1047.6493565616113,974.2879473576428,73.36,2.0,2.0
2019-06-01,Venezuela,Ecuador,1.0,1.0,Friendly,Miami Gardens,United States,True,,D,0.5333333333333333,0.5333333333333333,988.7629529985197,970.8788058035749,17.88,0.0,1.0
2019-06-01,Yorkshire,Parishes of Jersey,1.0,0.0,Atlantic Heritage Cup,Ossett,England,False,,H,0.8,0.2,1011.3788549401988,1004.0859416308753,7.29,1.0,2.0
2019-06-02,South Africa,Botswana,2.0,2.0,COSAFA Cup,Durban,South Africa,False,Botswana,A,0.6,0.26666666666666666,1040.6153341152133,956.7865686796844,83.83,0.0,2.0
2019-06-02,Zambia,Malawi,2.0,2.0,COSAFA Cup,Durban,South Africa,True,Zambia,H,0.6,0.5333333333333333,1002.5514770570827,984.8984124623355,17.65,0.0,2.0
2019-06-02,El Salvador,Haiti,1.0,0.0,Friendly,"Washington, D.C.",United States,True,,H,0.8,0.8,1008.3986654931867,1011.510118573687,-3.11,1.0,1.0
2019-06-02,France,Bolivia,2.0,0.0,Friendly,Nantes,France,False,,H,0.8,0.2,1185.2668945872574,939.9367381331105,245.33,2.0,1.0
2019-06-02,Luxembourg,Madagascar,3.0,3.0,Friendly,Luxembourg,Luxembourg,False,,D,0.4666666666666667,0.4666666666666667,968.7032002257313,1011.3630609175474,-42.66,0.0,1.0
2019-06-02,Malaysia,Nepal,2.0,0.0,Friendly,Kuala Lumpur,Malaysia,False,,H,0.4,0.4666666666666667,989.0790140918502,979.762252703167,9.32,2.0,1.0
2019-06-02,Turkey,Uzbekistan,2.0,0.0,Friendly,Alanya,Turkey,False,,H,0.6666666666666666,0.4,1013.6725442692713,1020.1921085876129,-6.52,2.0,1.0
2019-06-02,Abkhazia,Chameria,3.0,1.0,CONIFA European Football Cup,Askeran,Azerbaijan,True,,H,0.6666666666666666,0.5,1044.0792483236314,1000.0,44.08,2.0,2.0
2019-06-02,Artsakh,Sápmi,3.0,2.0,CONIFA European Football Cup,Stepanakert,Azerbaijan,False,,H,0.5,0.6,1000.0,1008.1084774749866,-8.11,1.0,2.0
2019-06-02,Padania,Székely Land,4.0,0.0,CONIFA European Football Cup,Martakert,Azerbaijan,True,,H,0.8,0.4,1039.9032022071858,992.7393695783347,47.16,4.0,2.0
2019-06-02,Western Armenia,South Ossetia,1.0,2.0,CONIFA European Football Cup,Martuni,Azerbaijan,True,,A,0.6,0.0,993.5077612878353,970.090301618811,23.42,-1.0,2.0
2019-06-02,Parishes of Jersey,Chagos Islands,9.0,2.0,Atlantic Heritage Cup,Harrogate,England,False,,H,0.2,0.2,996.2538425067513,966.0948665901236,30.16,7.0,2.0
2019-06-03,Colombia,Panama,3.0,0.0,Friendly,Bogotá,Colombia,False,,H,0.6666666666666666,0.13333333333333333,1069.5449846903978,956.9044596589632,112.64,3.0,1.0
2019-06-03,Vanuatu,Tahiti,2.0,0.0,Friendly,Port Vila,Vanuatu,False,,H,0.4666666666666667,0.4666666666666667,1011.1110550416157,1009.2904818046629,1.82,2.0,1.0
2019-06-03,Artsakh,Chameria,1.0,4.0,CONIFA European Football Cup,Martuni,Azerbaijan,False,,A,0.2,0.0,1008.1866707037948,993.0095514022678,15.18,-3.0,2.0
2019-06-03,Sápmi,Abkhazia,0.0,1.0,CONIFA European Football Cup,Martakert,Azerbaijan,True,,A,0.4,0.8666666666666667,999.9218067711918,1051.0696969213636,-51.15,-1.0,2.0
2019-06-03,Székely Land,Western Armenia,0.0,5.0,CONIFA European Football Cup,Askeran,Azerbaijan,True,,A,0.2,0.4,985.8187350379236,984.9693693882314,0.85,-5.0,2.0
2019-06-03,South Ossetia,Padania,2.0,1.0,CONIFA European Football Cup,Stepanakert,Azerbaijan,True,,H,0.2,0.8,978.6286935184149,1046.823836747597,-68.2,1.0,2.0
2019-06-04,Comoros,Malawi,1.0,2.0,COSAFA Cup,Durban,South Africa,True,,A,0.4666666666666667,0.5333333333333333,967.9524916612121,985.3045398679654,-17.35,-1.0,2.0
2019-06-04,Artsakh,Abkhazia,1.0,1.0,CONIFA European Football Cup,Martuni,Azerbaijan,False,,D,0.2,1.0,999.8374267345795,1057.900408142929,-58.06,0.0,2.0
2019-06-04,Chameria,Sápmi,4.0,0.0,CONIFA European Football Cup,Martakert,Azerbaijan,True,,H,0.2,0.4,1001.3587953714831,993.0910955496264,8.27,4.0,2.0
2019-06-04,South Ossetia,Székely Land,2.0,2.0,CONIFA European Football Cup,Askeran,Azerbaijan,True,,D,0.4,0.2,988.1790853395224,977.7991777100497,10.38,0.0,2.0
2019-06-04,Padania,Western Armenia,1.0,1.0,CONIFA European Football Cup,Stepanakert,Azerbaijan,True,,D,0.6,0.4,1037.2734449264894,992.9889267161053,44.28,0.0,2.0
2019-06-04,South Africa,Uganda,1.0,1.0,COSAFA Cup,Durban,South Africa,False,South Africa,H,0.4,0.4666666666666667,1038.7217096391562,1009.4264780655716,29.3,0.0,2.0
2019-06-05,Lesotho,Botswana,1.0,2.0,COSAFA Cup,Durban,South Africa,True,,A,0.4666666666666667,0.26666666666666666,990.349298417619,958.6801931557414,31.67,-1.0,2.0
2019-06-05,Zimbabwe,Zambia,0.0,0.0,COSAFA Cup,Durban,South Africa,True,Zambia,A,0.6666666666666666,0.6,1053.984812258042,1002.1453496514528,51.84,0.0,2.0
2019-06-05,Brazil,Qatar,2.0,0.0,Friendly,Brasília,Brazil,False,,H,0.8666666666666667,1.0,1134.7363944588208,1084.3567383267682,50.38,2.0,1.0
2019-06-05,Japan,Trinidad and Tobago,0.0,0.0,Kirin Challenge Cup,Toyota,Japan,False,,D,0.6,0.2,1104.4895326772585,944.4890589523113,160.0,0.0,2.0
2019-06-05,Mexico,Venezuela,3.0,1.0,Friendly,Atlanta,United States,True,,H,0.4,0.4,1065.5609865636586,988.5572358053607,77.0,2.0,1.0
2019-06-05,Paraguay,Honduras,1.0,1.0,Friendly,Ciudad del Este,Paraguay,False,,D,0.06666666666666667,0.3333333333333333,951.1178779033582,1011.6826675050579,-60.56,0.0,1.0
2019-06-05,Peru,Costa Rica,1.0,0.0,Friendly,Lima,Peru,False,,H,0.26666666666666666,0.6,1043.221769414711,1001.9396379230549,41.28,1.0,1.0
2019-06-05,United States,Jamaica,0.0,1.0,Friendly,"Washington, D.C.",United States,False,,A,0.6666666666666666,0.6,1053.646585720961,991.2287627821414,62.42,-1.0,1.0
2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False,,H,0.4666666666666667,0.6666666666666666,1114.7014073603475,1087.425271228725,27.28,2.0,2.0
2019-06-06,Bermuda,Guyana,1.0,0.0,Friendly,Hamilton,Bermuda,False,,H,0.6,0.6,997.1524706587746,1003.3888713029658,-6.24,1.0,1.0
2019-06-06,Chile,Haiti,2.0,1.0,Friendly,Coquimbo,Chile,False,,H,0.4666666666666667,0.6,1025.7495207519455,1007.4742976039001,18.28,1.0,1.0
2019-06-06,Taiwan,Nepal,1.0,1.0,Friendly,Kaohsiung,Taiwan,False,,D,0.26666666666666666,0.26666666666666666,977.3386222395427,975.8694901794888,1.47,0.0,1.0
2019-06-06,Iran,Syria,5.0,0.0,Friendly,Tehran,Iran,False,,H,0.6666666666666666,0.3333333333333333,1112.2252437472166,993.1260770009426,119.1,5.0,1.0
2019-06-06,Slovakia,Jordan,5.0,1.0,Friendly,Trnava,Slovakia,False,,H,0.4666666666666667,0.5333333333333333,1003.883209536982,1036.2604177287365,-32.38,4.0,1.0
2019-06-06,Tajikistan,Afghanistan,1.0,1.0,Friendly,Dushanbe,Tajikistan,False,,D,0.06666666666666667,0.3333333333333333,989.7263835095104,976.1887285011637,13.54,0.0,1.0
2019-06-06,England,Netherlands,1.0,3.0,UEFA Nations League,Guimarães,Portugal,True,,A,1.0,0.5333333333333333,1096.9703288456385,1060.141645051838,36.83,-2.0,2.0
2019-06-06,Abkhazia,Western Armenia,1.0,1.0,CONIFA European Football Cup,Stepanakert,Azerbaijan,True,Western Armenia,A,0.8666666666666667,0.4666666666666667,1056.5757675004645,994.0031290155952,62.57,0.0,2.0
2019-06-06,South Ossetia,Chameria,0.0,0.0,CONIFA European Football Cup,Askeran,Azerbaijan,True,South Ossetia,H,0.4666666666666667,0.4,987.9401502176847,1009.1684604732487,-21.23,0.0,2.0
2019-06-06,Padania,Sápmi,4.0,0.0,CONIFA European Football Cup,Martakert,Azerbaijan,True,,H,0.4666666666666667,0.4,1036.2592426269996,985.2814304478608,50.98,4.0,2.0
2019-06-06,Artsakh,Székely Land,2.0,1.0,CONIFA European Football Cup,Martuni,Azerbaijan,False,,H,0.26666666666666666,0.06666666666666667,1001.1620673770442,978.0381128318874,23.12,1.0,2.0
2019-06-06,Bhutan,Guam,1.0,0.0,FIFA World Cup qualification,Thimphu,Bhutan,False,,H,0.0,0.26666666666666666,925.6899028836318,976.490544566926,-50.8,1.0,2.0
2019-06-06,Cambodia,Pakistan,2.0,0.0,FIFA World Cup qualification,Phnom Penh,Cambodia,False,,H,0.2,0.2,931.8785572779616,991.33250094038,-59.45,2.0,2.0
2019-06-06,Laos,Bangladesh,0.0,1.0,FIFA World Cup qualification,Vientiane,Laos,False,,A,0.26666666666666666,0.6,945.9675438323601,973.4903838364818,-27.52,-1.0,2.0
2019-06-06,Macau,Sri Lanka,1.0,0.0,FIFA World Cup qualification,Zhuhai,Macau,False,,H,0.26666666666666666,0.13333333333333333,964.4211670555151,962.6091346930127,1.81,1.0,2.0
2019-06-06,Mongolia,Brunei,2.0,0.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False,,H,0.2,0.2,966.555845081445,973.8487701750043,-7.29,2.0,2.0
2019-06-07,Czech Republic,Bulgaria,2.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,,H,0.4,0.26666666666666666,996.4957278885162,1004.1502210867567,-7.65,1.0,2.0
2019-06-07,Montenegro,Kosovo,1.0,1.0,UEFA Euro qualification,Podgorica,Montenegro,False,,D,0.26666666666666666,0.6,980.5932057924629,988.9344883206079,-8.34,0.0,2.0
2019-06-07,Lithuania,Luxembourg,1.0,1.0,UEFA Euro qualification,Vilnius,Lithuania,False,,D,0.06666666666666667,0.3333333333333333,899.2752727791158,969.1918866513879,-69.92,0.0,2.0
2019-06-07,Ukraine,Serbia,5.0,0.0,UEFA Euro qualification,Lviv,Ukraine,False,,H,0.5333333333333333,0.6,1033.963628606601,1050.4820278114273,-16.52,5.0,2.0
2019-06-07,Georgia,Gibraltar,3.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,,H,0.4666666666666667,0.2,996.8378570376556,907.2187711041171,89.62,3.0,2.0
2019-06-07,Denmark,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Copenhagen,Denmark,False,,D,0.6,0.5333333333333333,1079.0418413409336,1013.4963130888559,65.55,0.0,2.0
2019-06-07,Faroe Islands,Spain,1.0,4.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,,A,0.13333333333333333,0.6,947.0336726496216,1109.4261348793145,-162.39,-3.0,2.0
2019-06-07,Norway,Romania,2.0,2.0,UEFA Euro qualification,Oslo,Norway,False,,D,0.5333333333333333,0.6666666666666666,1016.6568181900798,1023.5426505173352,-6.89,0.0,2.0
2019-06-07,Sweden,Malta,3.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False,,H,0.5333333333333333,0.3333333333333333,1045.1260350003213,907.6510533246416,137.47,3.0,2.0
2019-06-07,Austria,Slovenia,1.0,0.0,UEFA Euro qualification,Klagenfurt,Austria,False,,H,0.26666666666666666,0.3333333333333333,1001.2073220195689,976.2149456023554,24.99,1.0,2.0
2019-06-07,North Macedonia,Poland,0.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,,A,0.6666666666666666,0.4666666666666667,1018.6171191696385,1046.8616077275265,-28.24,-1.0,2.0
2019-06-07,Latvia,Israel,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False,,A,0.13333333333333333,0.6666666666666666,936.3148108135088,985.1335453892898,-48.82,-3.0,2.0
2019-06-07,Lesotho,Zimbabwe,2.0,2.0,COSAFA Cup,Durban,South Africa,True,Zimbabwe,A,0.4666666666666667,0.4666666666666667,981.622103175041,1052.7999441748661,-71.18,0.0,2.0
2019-06-07,South Africa,Malawi,0.0,0.0,COSAFA Cup,Durban,South Africa,False,South Africa,H,0.5333333333333333,0.6666666666666666,1038.0487560592485,992.9053260603285,45.14,0.0,2.0
2019-06-07,Argentina,Nicaragua,5.0,1.0,Friendly,San Juan,Argentina,False,,H,0.6,0.4666666666666667,1063.1673635165184,966.9933723344415,96.17,4.0,1.0
